Row,Anon Student Id,Age,Problem Hierarchy,question_id,Step Start Time,Step End Time,Correct First Attempt,Step Duration (sec),Answer Type,KC(Default),skill_id,Opportunity (Default),template_id
5,5,15,2,10,15-07-2023 15:08,15-07-2023 15:15,1,360,Single Choice set,Fractions,2,1,6
8,8,15,2,10,15-07-2023 16:28,15-07-2023 16:29,1,37,Single Choice set,Fractions,2,1,6
11,11,15,2,10,15-07-2023 23:09,15-07-2023 23:10,0,60,Single Choice set,Fractions,2,1,6
12,12,15,2,10,16-07-2023 09:42,16-07-2023 09:42,1,3,Single Choice set,Fractions,2,1,6
13,13,15,2,10,16-07-2023 23:19,16-07-2023 23:29,1,600,Single Choice set,Fractions,2,1,6
15,15,15,2,10,17-07-2023 22:52,17-07-2023 22:55,0,180,Single Choice set,Fractions,2,1,6
21,21,15,2,10,23-07-2023 16:08,23-07-2023 16:08,1,4,Single Choice set,Fractions,2,1,6
24,24,15,2,10,23-07-2023 11:57,23-07-2023 12:00,1,180,Single Choice set,Fractions,2,1,6
26,26,15,2,10,24-07-2023 17:05,24-07-2023 17:07,1,60,Single Choice set,Fractions,2,1,6
1,1,15,1,1,10-07-2023 16:02,10-07-2023 16:03,1,50,Single Choice set,Geometry,3,1,6
5,5,15,1,1,15-07-2023 14:43,15-07-2023 14:44,1,60,Single Choice set,Geometry,3,1,6
8,8,15,1,1,15-07-2023 16:19,15-07-2023 16:21,0,60,Single Choice set,Geometry,3,1,6
11,11,15,1,1,15-07-2023 22:58,15-07-2023 22:58,1,17,Single Choice set,Geometry,3,1,6
12,12,15,1,1,16-07-2023 09:38,16-07-2023 09:38,0,3,Single Choice set,Geometry,3,1,6
13,13,15,1,1,16-07-2023 22:49,16-07-2023 22:51,0,120,Single Choice set,Geometry,3,1,6
15,15,15,1,1,17-07-2023 22:30,17-07-2023 22:38,1,420,Single Choice set,Geometry,3,1,6
21,21,15,1,1,22-07-2023 10:45,22-07-2023 10:47,1,120,Single Choice set,Geometry,3,1,6
24,24,15,1,1,23-07-2023 11:28,23-07-2023 11:30,1,60,Single Choice set,Geometry,3,1,6
26,26,15,1,1,24-07-2023 16:55,24-07-2023 16:56,1,46,Single Choice set,Geometry,3,1,6
1,1,15,2,10,10-07-2023 16:18,10-07-2023 16:19,1,39,Single Choice set,Numbers,4,1,6
5,5,15,2,10,15-07-2023 15:08,15-07-2023 15:15,1,360,Single Choice set,Numbers,4,1,6
8,8,15,2,10,15-07-2023 16:28,15-07-2023 16:29,1,37,Single Choice set,Numbers,4,1,6
11,11,15,2,10,15-07-2023 23:09,15-07-2023 23:10,0,60,Single Choice set,Numbers,4,1,6
12,12,15,2,10,16-07-2023 09:42,16-07-2023 09:42,1,3,Single Choice set,Numbers,4,1,6
13,13,15,2,10,16-07-2023 23:19,16-07-2023 23:29,1,600,Single Choice set,Numbers,4,1,6
15,15,15,2,10,17-07-2023 22:52,17-07-2023 22:55,0,180,Single Choice set,Numbers,4,1,6
21,21,15,2,10,23-07-2023 16:08,23-07-2023 16:08,1,4,Single Choice set,Numbers,4,1,6
24,24,15,2,10,23-07-2023 11:57,23-07-2023 12:00,1,180,Single Choice set,Numbers,4,1,6
26,26,15,2,10,24-07-2023 17:05,24-07-2023 17:07,1,60,Single Choice set,Numbers,4,1,6
1,1,15,2,9,10-07-2023 16:16,10-07-2023 16:18,1,60,Single Choice set,Numbers,4,1,6
5,5,15,2,9,15-07-2023 15:06,15-07-2023 15:08,1,60,Single Choice set,Numbers,4,1,6
8,8,15,2,9,15-07-2023 16:28,15-07-2023 16:28,1,7,Single Choice set,Numbers,4,1,6
11,11,15,2,9,15-07-2023 23:06,15-07-2023 23:09,0,120,Single Choice set,Numbers,4,1,6
12,12,15,2,9,19-07-2023 06:31,19-07-2023 06:31,0,3,Single Choice set,Numbers,4,1,6
13,13,15,2,9,16-07-2023 23:09,16-07-2023 23:19,1,540,Single Choice set,Numbers,4,1,6
15,15,15,2,9,17-07-2023 22:51,17-07-2023 22:51,0,4,Single Choice set,Numbers,4,1,6
21,21,15,2,9,22-07-2023 11:00,22-07-2023 11:02,1,60,Single Choice set,Numbers,4,1,6
24,24,15,2,9,23-07-2023 11:55,23-07-2023 11:57,1,120,Single Choice set,Numbers,4,1,6
26,26,15,2,9,24-07-2023 17:04,24-07-2023 17:05,1,51,Single Choice set,Numbers,4,1,6
1,1,15,2,9,10-07-2023 16:16,10-07-2023 16:18,1,60,Single Choice set,Percentages,5,1,6
5,5,15,2,9,15-07-2023 15:06,15-07-2023 15:08,1,60,Single Choice set,Percentages,5,1,6
8,8,15,2,9,15-07-2023 16:28,15-07-2023 16:28,1,7,Single Choice set,Percentages,5,1,6
11,11,15,2,9,15-07-2023 23:06,15-07-2023 23:09,0,120,Single Choice set,Percentages,5,1,6
12,12,15,2,9,19-07-2023 06:31,19-07-2023 06:31,0,3,Single Choice set,Percentages,5,1,6
13,13,15,2,9,16-07-2023 23:09,16-07-2023 23:19,1,540,Single Choice set,Percentages,5,1,6
15,15,15,2,9,17-07-2023 22:51,17-07-2023 22:51,0,4,Single Choice set,Percentages,5,1,6
21,21,15,2,9,22-07-2023 11:00,22-07-2023 11:02,1,60,Single Choice set,Percentages,5,1,6
24,24,15,2,9,23-07-2023 11:55,23-07-2023 11:57,1,120,Single Choice set,Percentages,5,1,6
26,26,15,2,9,24-07-2023 17:04,24-07-2023 17:05,1,51,Single Choice set,Percentages,5,1,6
1,1,15,2,9,10-07-2023 16:16,10-07-2023 16:18,1,60,Single Choice set,Ratio and Proportion,6,1,6
5,5,15,2,9,15-07-2023 15:06,15-07-2023 15:08,1,60,Single Choice set,Ratio and Proportion,6,1,6
8,8,15,2,9,15-07-2023 16:28,15-07-2023 16:28,1,7,Single Choice set,Ratio and Proportion,6,1,6
11,11,15,2,9,15-07-2023 23:06,15-07-2023 23:09,0,120,Single Choice set,Ratio and Proportion,6,1,6
12,12,15,2,9,19-07-2023 06:31,19-07-2023 06:31,0,3,Single Choice set,Ratio and Proportion,6,1,6
13,13,15,2,9,16-07-2023 23:09,16-07-2023 23:19,1,540,Single Choice set,Ratio and Proportion,6,1,6
15,15,15,2,9,17-07-2023 22:51,17-07-2023 22:51,0,4,Single Choice set,Ratio and Proportion,6,1,6
21,21,15,2,9,22-07-2023 11:00,22-07-2023 11:02,1,60,Single Choice set,Ratio and Proportion,6,1,6
24,24,15,2,9,23-07-2023 11:55,23-07-2023 11:57,1,120,Single Choice set,Ratio and Proportion,6,1,6
26,26,15,2,9,24-07-2023 17:04,24-07-2023 17:05,1,51,Single Choice set,Ratio and Proportion,6,1,6
3,3,16,1,3,13-07-2023 17:51,13-07-2023 17:51,0,45,Drag & Drop,Algebra,1,1,1
4,4,16,1,3,15-07-2023 14:43,15-07-2023 14:44,0,45,Drag & Drop,Algebra,1,1,1
22,22,16,1,3,22-07-2023 17:21,22-07-2023 17:22,0,47,Drag & Drop,Algebra,1,1,1
23,23,16,1,3,22-07-2023 18:12,22-07-2023 18:13,0,19,Drag & Drop,Algebra,1,1,1
3,3,16,1,5,13-07-2023 17:53,13-07-2023 17:53,1,24,Drag & Drop,Fractions,2,1,1
4,4,16,1,5,15-07-2023 14:50,15-07-2023 14:51,1,20,Drag & Drop,Fractions,2,1,1
22,22,16,1,5,22-07-2023 17:25,22-07-2023 17:26,1,60,Drag & Drop,Fractions,2,1,1
23,23,16,1,5,22-07-2023 18:13,22-07-2023 18:13,0,7,Drag & Drop,Fractions,2,1,1
3,3,16,2,7,13-07-2023 17:54,13-07-2023 17:55,1,60,Drag & Drop,Geometry,3,1,1
4,4,16,2,7,15-07-2023 14:51,15-07-2023 14:52,1,60,Drag & Drop,Geometry,3,1,1
22,22,16,2,7,22-07-2023 17:43,22-07-2023 17:45,1,120,Drag & Drop,Geometry,3,1,1
23,23,16,2,7,22-07-2023 18:14,22-07-2023 18:14,0,2,Drag & Drop,Geometry,3,1,1
3,3,16,2,7,13-07-2023 17:54,13-07-2023 17:55,1,60,Drag & Drop,Numbers,4,1,1
4,4,16,2,7,15-07-2023 14:51,15-07-2023 14:52,1,60,Drag & Drop,Numbers,4,1,1
22,22,16,2,7,22-07-2023 17:43,22-07-2023 17:45,1,120,Drag & Drop,Numbers,4,1,1
23,23,16,2,7,22-07-2023 18:14,22-07-2023 18:14,0,2,Drag & Drop,Numbers,4,1,1
3,3,16,2,7,13-07-2023 17:54,13-07-2023 17:55,1,60,Drag & Drop,Percentages,5,1,1
4,4,16,2,7,15-07-2023 14:51,15-07-2023 14:52,1,60,Drag & Drop,Percentages,5,1,1
22,22,16,2,7,22-07-2023 17:43,22-07-2023 17:45,1,120,Drag & Drop,Percentages,5,1,1
23,23,16,2,7,22-07-2023 18:14,22-07-2023 18:14,0,2,Drag & Drop,Percentages,5,1,1
3,3,16,2,8,13-07-2023 17:55,13-07-2023 17:56,1,49,Drag the Words,Fractions,2,1,2
4,4,16,2,8,15-07-2023 14:57,15-07-2023 14:58,1,60,Drag the Words,Fractions,2,1,2
22,22,16,2,8,22-07-2023 17:44,22-07-2023 17:46,1,120,Drag the Words,Fractions,2,1,2
23,23,16,2,8,22-07-2023 18:14,22-07-2023 18:14,0,4,Drag the Words,Fractions,2,1,2
3,3,16,2,8,13-07-2023 17:55,13-07-2023 17:56,1,49,Drag the Words,Geometry,3,1,2
4,4,16,2,8,15-07-2023 14:57,15-07-2023 14:58,1,60,Drag the Words,Geometry,3,1,2
22,22,16,2,8,22-07-2023 17:44,22-07-2023 17:46,1,120,Drag the Words,Geometry,3,1,2
23,23,16,2,8,22-07-2023 18:14,22-07-2023 18:14,0,4,Drag the Words,Geometry,3,1,2
3,3,16,2,8,13-07-2023 17:55,13-07-2023 17:56,1,49,Drag the Words,Numbers,4,1,2
4,4,16,2,8,15-07-2023 14:57,15-07-2023 14:58,1,60,Drag the Words,Numbers,4,1,2
22,22,16,2,8,22-07-2023 17:44,22-07-2023 17:46,1,120,Drag the Words,Numbers,4,1,2
23,23,16,2,8,22-07-2023 18:14,22-07-2023 18:14,0,4,Drag the Words,Numbers,4,1,2
3,3,16,1,4,13-07-2023 17:52,13-07-2023 17:53,1,55,Image Choice,Algebra,1,1,3
4,4,16,1,4,15-07-2023 14:44,15-07-2023 14:46,1,60,Image Choice,Algebra,1,1,3
22,22,16,1,4,22-07-2023 17:23,22-07-2023 17:25,1,120,Image Choice,Algebra,1,1,3
23,23,16,1,4,22-07-2023 18:13,22-07-2023 18:13,0,10,Image Choice,Algebra,1,1,3
3,3,16,1,2,13-07-2023 17:50,13-07-2023 17:50,1,21,Mark the Words,Ratio and Proportion,6,1,4
4,4,16,1,2,15-07-2023 14:42,15-07-2023 14:43,1,60,Mark the Words,Ratio and Proportion,6,1,4
22,22,16,1,2,22-07-2023 17:20,22-07-2023 17:21,0,43,Mark the Words,Ratio and Proportion,6,1,4
23,23,16,1,2,22-07-2023 18:09,22-07-2023 18:09,0,20,Mark the Words,Ratio and Proportion,6,1,4
3,3,16,1,6,13-07-2023 17:54,13-07-2023 17:55,1,60,Multiple Choice,Algebra,1,1,5
4,4,16,1,6,15-07-2023 14:51,15-07-2023 14:52,1,60,Multiple Choice,Algebra,1,1,5
22,22,16,1,6,22-07-2023 17:27,22-07-2023 17:33,0,360,Multiple Choice,Algebra,1,1,5
23,23,16,1,6,22-07-2023 18:14,22-07-2023 18:14,1,8,Multiple Choice,Algebra,1,1,5
3,3,16,1,6,13-07-2023 17:54,13-07-2023 17:55,1,60,Multiple Choice,Fractions,2,1,5
4,4,16,1,6,15-07-2023 14:51,15-07-2023 14:52,1,60,Multiple Choice,Fractions,2,1,5
22,22,16,1,6,22-07-2023 17:27,22-07-2023 17:33,0,360,Multiple Choice,Fractions,2,1,5
23,23,16,1,6,22-07-2023 18:14,22-07-2023 18:14,1,8,Multiple Choice,Fractions,2,1,5
3,3,16,2,10,13-07-2023 17:58,13-07-2023 17:58,0,43,Single Choice set,Algebra,1,1,6
4,4,16,2,10,15-07-2023 15:00,15-07-2023 15:01,1,60,Single Choice set,Algebra,1,1,6
22,22,16,2,10,22-07-2023 17:48,22-07-2023 17:49,0,57,Single Choice set,Algebra,1,1,6
23,23,16,2,10,22-07-2023 18:17,22-07-2023 18:17,1,3,Single Choice set,Algebra,1,1,6
3,3,16,2,10,13-07-2023 17:58,13-07-2023 17:58,0,43,Single Choice set,Fractions,2,1,6
4,4,16,2,10,15-07-2023 15:00,15-07-2023 15:01,1,60,Single Choice set,Fractions,2,1,6
22,22,16,2,10,22-07-2023 17:48,22-07-2023 17:49,0,57,Single Choice set,Fractions,2,1,6
23,23,16,2,10,22-07-2023 18:17,22-07-2023 18:17,1,3,Single Choice set,Fractions,2,1,6
3,3,16,1,1,13-07-2023 17:49,13-07-2023 17:50,1,33,Single Choice set,Geometry,3,1,6
4,4,16,1,1,15-07-2023 14:40,15-07-2023 14:41,0,60,Single Choice set,Geometry,3,1,6
22,22,16,1,1,22-07-2023 17:18,22-07-2023 17:20,1,60,Single Choice set,Geometry,3,1,6
23,23,16,1,1,22-07-2023 18:16,22-07-2023 18:16,1,3,Single Choice set,Geometry,3,1,6
3,3,16,2,10,13-07-2023 17:58,13-07-2023 17:58,0,43,Single Choice set,Numbers,4,1,6
4,4,16,2,10,15-07-2023 15:00,15-07-2023 15:01,1,60,Single Choice set,Numbers,4,1,6
22,22,16,2,10,22-07-2023 17:48,22-07-2023 17:49,0,57,Single Choice set,Numbers,4,1,6
23,23,16,2,10,22-07-2023 18:17,22-07-2023 18:17,1,3,Single Choice set,Numbers,4,1,6
3,3,16,2,9,13-07-2023 17:56,13-07-2023 17:57,0,60,Single Choice set,Numbers,4,1,6
4,4,16,2,9,15-07-2023 14:58,15-07-2023 14:59,1,60,Single Choice set,Numbers,4,1,6
22,22,16,2,9,22-07-2023 17:47,22-07-2023 17:47,0,29,Single Choice set,Numbers,4,1,6
23,23,16,2,9,22-07-2023 18:17,22-07-2023 18:17,1,11,Single Choice set,Numbers,4,1,6
3,3,16,2,9,13-07-2023 17:56,13-07-2023 17:57,0,60,Single Choice set,Percentages,5,1,6
4,4,16,2,9,15-07-2023 14:58,15-07-2023 14:59,1,60,Single Choice set,Percentages,5,1,6
22,22,16,2,9,22-07-2023 17:47,22-07-2023 17:47,0,29,Single Choice set,Percentages,5,1,6
23,23,16,2,9,22-07-2023 18:17,22-07-2023 18:17,1,11,Single Choice set,Percentages,5,1,6
3,3,16,2,9,13-07-2023 17:56,13-07-2023 17:57,0,60,Single Choice set,Ratio and Proportion,6,1,6
4,4,16,2,9,15-07-2023 14:58,15-07-2023 14:59,1,60,Single Choice set,Ratio and Proportion,6,1,6
22,22,16,2,9,22-07-2023 17:47,22-07-2023 17:47,0,29,Single Choice set,Ratio and Proportion,6,1,6
23,23,16,2,9,22-07-2023 18:17,22-07-2023 18:17,1,11,Single Choice set,Ratio and Proportion,6,1,6
